"ukcas_table_name","table_code","table_label","table_title","table_full_title","table_universe","table_counts"
CS065S,CS065,Census Area Statistics Table 065,Sex and Age by General Health and Limiting Long Term Illness,CS065: Sex and Age by General Health and Limiting Long Term Illness,All People in Communal Establishments,persons
CS065NI,CS065,Census Area Statistics Table 065,Sex and Age by General Health and Limiting Long Term Illness (Communal Establishment Residents),CS065: Sex and Age by General Health and Limiting Long Term Illness (Communal Establishment Residents),All People in Communal Establishments,persons
CS065EW,CS065,Census Area Statistics Table 65,Sex and Age by General Health and Limiting Long-Term Illness (LLTI),CS065: Sex and Age by General Health and Limiting Long-Term Illness (LLTI),All People Resident in Communal Establishments,People
CS066S,CS066,Census Area Statistics Table 66,Sex and Approximated Social Grade by Age,CS066: Sex and Approximated Social Grade by Age,All People Aged 16 and Over in Households,Persons
CS066NI,CS066,Census Area Statistics Table 66,Approximated Social Grade by Age,CS066: Approximated Social Grade by Age,All People Aged 16 and Over in Households,Persons
CS066EW,CS066,Census Area Statistics Table 66,Sex and Approximated Social Grade by Age,CS066: Sex and Approximated Social Grade by Age,All People Aged 16 and Over in Households,People
CS067S,CS067,Census Area Statistics Table 67,Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,CS067: Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,All Households,Households
CS067NI,CS067,Census Area Statistics Table 67,Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,CS067: Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,All Households,Households
CS067EW,CS067,Census Area Statistics Table 67,Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,CS067: Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,All Households,Households
CS068S,CS068,Census Area Statistics Table 68,Age and Dependent Children by Household Type (Household Reference Persons),CS068: Age and Dependent Children by Household Type (Household Reference Persons),All HRPs,Persons
CS068NI,CS068,Census Area Statistics Table 68,Age and Dependent Children by Household Type (Household Reference Persons),CS068: Age and Dependent Children by Household Type (Household Reference Persons),All HRPs,Persons
CS068EW,CS068,Census Area Statistics Table 68,Age and Dependent Children by Household Type (Household Reference Persons),CS068: Age and Dependent Children by Household Type (Household Reference Persons),All HRPs,People
CS103EW,CS103,Census Area Statistics Table 103,Sex and Age by Religion,CS103: Sex and Age by Religion,All People,People
CS105EW,CS105,Census Area Statistics Table 105,Age by Highest Level of Qualification,CS105: Age by Highest Level of Qualification,All People Aged 16 to 74,People
CS113EW,CS113,Census Area Statistics Table 113,Occupation by Highest Level of Qualification,CS113: Occupation by Highest Level of Qualification,All People Aged 16 to 74,People
CS114EW,CS114,Census Area Statistics Table 114,NS-SeC by Highest Level of Qualification,CS114: NS-SeC by Highest Level of Qualification,All People Aged 16 to 74,People
CS118NI,CS118,Census Area Statistics Table 118,Number of Employed People and Method of Travel to Work by Number of Cars or Vans in Households,CS118: Number of Employed People and Method of Travel to Work by Number of Cars or Vans in Households,All Households with at Least One Person Working in the Week Before the Census,Households
CS118EW,CS118,Census Area Statistics Table 118,Number of Employed People and Method of Travel to Work by Number of Cars or Vans in Households,CS118: Number of Employed People and Method of Travel to Work by Number of Cars or Vans in Households,All Households with at Least One Person Working in the Week Before the Census,Households
CS119EW,CS119,Census Area Statistics Table 119,Sex and Age by Method of Travel to Work,CS119: Sex and Age by Method of Travel to Work,All People Aged 16 to 74 Working in the Week Before the Census,People
CS122EW,CS122,Census Area Statistics Table 122,NS-SeC by Method of Travel to Work,CS122: NS-SeC by Method of Travel to Work,All People Aged 16 to 74 Working in the Week Before the Census,People
CS126EW,CS126,Census Area Statistics Table 126,Type of Communal Establishment by Resident Type and Sex,CS126: Type of Communal Establishment by Resident Type and Sex,All People in Communal Establishments,People
CS133W,CS133,Census Area Statistics Table 133,Sex and Age by Knowledge of Welsh,CS133: Sex and Age by Knowledge of Welsh,All People Aged 3 and Over,People
CS145W,CS145,Census Area Statistics Table 145,Type of Communal Establishment by Knowledge of Welsh,CS145: Type of Communal Establishment by Knowledge of Welsh,All People Aged 3 and Over in Communal Establishments,People
CS146W,CS146,Census Area Statistics Table 146,Sex and Age by Ability to Speak Welsh,CS146: Sex and Age by Ability to Speak Welsh,All People,People
CS147W,CS147,Census Area Statistics Table 147,Type of Communal Establishment by Ability to Speak Welsh,CS147: Type of Communal Establishment by Ability to Speak Welsh,All People Aged 3 and Over in Communal Establishments,People
CS203S,CS203,Census Area Statistics Table 203,Current Religion by Sex,CS203: Current Religion by Sex,All People,Persons
CS204S,CS204,Census Area Statistics Table 204,Age by Highest Level of Qualification,CS204: Age by Highest Level of Qualification,All People Aged 16 to 74,Persons
CS206S,CS206,Census Area Statistics Table 206,Sex and Age by Knowledge of Gaelic,CS206: Sex and Age by Knowledge of Gaelic,All People,Persons
CS217S,CS217,Census Area Statistics Table 217,Number of People Working or Studying and Method of Travel by Number of Cars or Vans in Households,CS217: Number of People Working or Studying and Method of Travel by Number of Cars or Vans in Households,All Households With at Least One Person Working or Studying in the Week Before the Census,Households
CS218S,CS218,Census Area Statistics Table 218,Whether Working or Studying and Age by Method of Travel to Work or Place of Study,CS218: Whether Working or Studying and Age by Method of Travel to Work or Place of Study,All People,Persons
CS219S,CS219,Census Area Statistics Table 219,Age by Method of Travel to Place of Study,CS219: Age by Method of Travel to Place of Study,Full-time Students Whether or not in Employment and Part-Time Students not in Employment,Persons; Students
CS224S,CS224,Census Area Statistics Table 224,NS-SeC by Method of Travel to Work,CS224: NS-SeC by Method of Travel to Work,All People Aged 16 to 74 in Employment but not Full-Time Students,Persons
CS230S,CS230,Census Area Statistics Table 230,"Tenure, Whether Rented Furnished and Number of Rooms by Household Size","CS230: Tenure, Whether Rented Furnished and Number of Rooms by Household Size",All Households,Households
CS231S,CS231,Census Area Statistics Table 231,"Type of Accommodation by Tenure, Whether Furnished and Central Heating","CS231: Type of Accommodation by Tenure, Whether Furnished and Central Heating",All Households,Households
CS232S,CS232,Census Area Statistics Table 232,Type of Communal Establishment by Type of Resident and Sex,CS232: Type of Communal Establishment by Type of Resident and Sex,All People in Communal Establishments,Persons
CS248S,CS248,Census Area Statistics Table 248,Age of Household Reference Person (HRP) by Household Composition (Scottish Household Survey Household Classification),CS248: Age of Household Reference Person (HRP) by Household Composition (Scottish Household Survey Household Classification),All Households,Households
CS301NI,CS301,Census Area Statistics Table 301,Type of Communal Establishment by Sex,CS301: Type of Communal Establishment by Sex,All People Resident in Communal Establishments,Persons
CS305NI,CS305,Census Area Statistics Table 305,Sex and Community Background (Religion or Religion Brought up in),CS305: Sex and Community Background (Religion or Religion Brought up in),All People,Persons
CS306NI,CS306,Census Area Statistics Table 306,Age by Community Background (Religion or Religion Brought up in),CS306: Age by Community Background (Religion or Religion Brought up in),All People,Persons
CS308NI,CS308,Census Area Statistics Table 308,Religion,CS308: Religion,All People,Persons
CS309NI,CS309,Census Area Statistics Table 309,Age by Sex and Living Arrangements,CS309: Age by Sex and Living Arrangements,All People Aged 16 and Over in Households,Persons
CS310NI,CS310,Census Area Statistics Table 310,Age of Full-time Schoolchildren and Students Aged 18 and Under by Household Type,CS310: Age of Full-time Schoolchildren and Students Aged 18 and Under by Household Type,All Full-Time Schoolchildren and Students Aged 18 and Under at Their Term-time Address,Persons
CS315NI,CS315,Census Area Statistics Table 315,Tenure and Age by General Health and Limiting Long-term Illness,CS315: Tenure and Age by General Health and Limiting Long-term Illness,All People in Households,Persons
CS316NI,CS316,Census Area Statistics Table 306,Limiting Long-term Illness and Age by Number of Floor Levels and Tenure,CS316: Limiting Long-term Illness and Age by Number of Floor Levels and Tenure,All People in Households,Persons
CS319NI,CS319,Census Area Statistics Table 309,Age and Limiting Long-term Illness by Community Background (Religion or Religion Brought up in),CS319: Age and Limiting Long-term Illness by Community Background (Religion or Religion Brought up in),All People,Persons
CS320NI,CS320,Census Area Statistics Table 320,Age by Highest Level of Qualification,CS320: Age by Highest Level of Qualification,All People Aged 16 to 74,Persons
CS324NI,CS324,Census Area Statistics Table 324,Highest Level of Qualification by Community Background (Religion or Religion Brought up in),CS324: Highest Level of Qualification by Community Background (Religion or Religion Brought up in),All People Aged 16 to 74,Persons
CS325NI,CS325,Census Area Statistics Table 325,Age and Highest Level of Qualification by Community Background (Religion or Religion Brought up in),CS325: Age and Highest Level of Qualification by Community Background (Religion or Religion Brought up in),All People Aged 16 to 74,Persons
CS327NI,CS327,Census Area Statistics Table 327,Age of Household Reference Person (HRP) and Tenure by Economic Activity of HRP,CS327: Age of Household Reference Person (HRP) and Tenure by Economic Activity of HRP,All Households with HRP Aged 16 to 74,Persons
CS329NI,CS329,Census Area Statistics Table 329,Sex and Economic Activity by Community Background (Religion or Religion Brought up in),CS329: Sex and Economic Activity by Community Background (Religion or Religion Brought up in),All People Aged 16 to 74,Persons
CS331NI,CS331,Census Area Statistics Table 331,Economic Activity and Age of Full-time Students,CS331: Economic Activity and Age of Full-time Students,All Full-Time Schoolchildren and Students Aged 16 and Over at Their Term-time Address,Persons
CS332NI,CS332,Census Area Statistics Table 332,Former Occupation by Age (NI basis),CS332: Former Occupation by Age (NI basis),All People Aged 16 to 74 Not in Employment the Week Before the Census,Persons
CS335NI,CS335,Census Area Statistics Table 335,Former Industry by Age (NI basis),CS335: Former Industry by Age (NI basis),All People Aged 16 to 74 Not in Employment the Week Before the Census,Persons
