"geography_code","description","geography_groupings"
"6347AP02D",,Output area
"6347AP02E",,Output area
"6347AP03A",,Output area
"6347AP03B",,Output area
"6347AP03C",,Output area
"6347AP04A",,Output area
"6347AP04B",,Output area
"6347AP04C",,Output area
"6347AP05A",,Output area
"6347AP05B",,Output area
"6347AP06A",,Output area
"6347AP06B",,Output area
"6347AP06C",,Output area
"6347AP06D",,Output area
"6347AP06E",,Output area
"6347AP06F",,Output area
"6347AP06G",,Output area
"6347AP07A",,Output area
"6347AP07B",,Output area
"6347AP08A",,Output area
"6347AP08B",,Output area
"6347AP08C",,Output area
"6347AP09A",,Output area
"6347AP09B",,Output area
"6347AP09C",,Output area
"6347AP10A",,Output area
"6347AP10B",,Output area
"6347AP11A",,Output area
"6347AP11B",,Output area
"6347AP12A",,Output area
"6347AP12B",,Output area
"6347AP13A",,Output area
"6347AP13B",,Output area
"6347AP14A",,Output area
"6347AP14B",,Output area
"6347AP15A",,Output area
"6347AP15B",,Output area
"6347AP15C",,Output area
"6347AP16A",,Output area
"6347AP16B",,Output area
"6347AP17A",,Output area
"6347AP17B",,Output area
"6347AP18A",,Output area
"6347AP18B",,Output area
"6347AP19A",,Output area
"6347AP19B",,Output area
"6347AP20A",,Output area
"6347AP20B",,Output area
"6347AP20C",,Output area
"6347AP21A",,Output area
"6347AP21B",,Output area
"6347AP21C",,Output area
"6347AP22A",,Output area
"6347AP22B",,Output area
"6347AP22C",,Output area
"6347AP23A",,Output area
"6347AP23B",,Output area
"6347AP23C",,Output area
"6347AP24A",,Output area
"6347AP24B",,Output area
"6347AP25A",,Output area
"6347AP25B",,Output area
"6347AP25C",,Output area
"6347AP26A",,Output area
"6347AP26B",,Output area
"6347AQ01A",,Output area
"6347AQ01B",,Output area
"6347AQ01C",,Output area
"6347AQ02A",,Output area
"6347AQ02B",,Output area
"6347AQ03A",,Output area
"6347AQ03B",,Output area
"6347AQ03C",,Output area
"6347AQ04A",,Output area
"6347AQ04B",,Output area
"6347AQ05A",,Output area
"6347AQ05B",,Output area
"6347AQ05C",,Output area
"6347AQ06A",,Output area
"6347AQ06B",,Output area
"6347AQ06C",,Output area
"6347AQ07A",,Output area
"6347AQ07B",,Output area
"6347AQ08A",,Output area
"6347AQ08B",,Output area
"6347AQ08C",,Output area
"6347AQ09A",,Output area
"6347AQ09B",,Output area
"6347AQ09C",,Output area
"6347AQ10A",,Output area
"6347AQ10B",,Output area
"6347AQ11A",,Output area
"6347AQ11B",,Output area
"6347AQ12A",,Output area
"6347AQ12B",,Output area
"6347AQ13A",,Output area
"6347AQ13B",,Output area
"6347AQ13C",,Output area
"6347AQ14A",,Output area
"6347AQ14B",,Output area
"6347AQ15A",,Output area
"6347AQ15B",,Output area
"6347AQ16A",,Output area
"6347AQ16B",,Output area
"6347AQ17A",,Output area
"6347AQ17B",,Output area
"6347AQ18A",,Output area
"6347AQ18B",,Output area
"6347AQ19A",,Output area
"6347AQ19B",,Output area
"6347AQ19C",,Output area
"6347AQ20A",,Output area
"6347AQ20B",,Output area
"6347AQ21A",,Output area
"6347AQ21B",,Output area
"6347AQ22A",,Output area
"6347AQ22B",,Output area
"6347AQ23A",,Output area
"6347AQ23B",,Output area
"6347AQ24A",,Output area
"6347AQ24B",,Output area
"6347AQ24C",,Output area
"6347AQ25A",,Output area
"6347AQ25B",,Output area
"6347AQ26A",,Output area
"6347AQ26B",,Output area
"6347AQ27A",,Output area
"6347AQ27B",,Output area
"6347AQ28",,Output area
"6347AQ31",,Output area
"6347AQ32",,Output area
"6347AQ33",,Output area
"6347AR01A",,Output area
"6347AR01B",,Output area
"6347AR01C",,Output area
"6347AR02A",,Output area
"6347AR02B",,Output area
"6347AR03A",,Output area
"6347AR03B",,Output area
"6347AR04A",,Output area
"6347AR04B",,Output area
"6347AR05A",,Output area
"6347AR05B",,Output area
"6347AR06A",,Output area
"6347AR06B",,Output area
"6347AR07A",,Output area
"6347AR07B",,Output area
"6347AR07C",,Output area
"6347AR07D",,Output area
"6347AR07E",,Output area
"6347AR08A",,Output area
"6347AR08B",,Output area
"6347AR09A",,Output area
"6347AR09B",,Output area
"6347AR10A",,Output area
"6347AR10B",,Output area
"6347AR11A",,Output area
"6347AR11B",,Output area
"6347AR11C",,Output area
"6347AR12A",,Output area
"6347AR12B",,Output area
"6347AR13A",,Output area
"6347AR13B",,Output area
"6347AR13C",,Output area
"6347AR14A",,Output area
"6347AR14B",,Output area
"6347AR15A",,Output area
"6347AR15B",,Output area
"6347AR18A",,Output area
"6347AR18B",,Output area
"6347AR19A",,Output area
"6347AR19B",,Output area
"6347AR19C",,Output area
"6347AR20A",,Output area
"6347AR20B",,Output area
"6347AR21A",,Output area
"6347AR21B",,Output area
"6347AR21C",,Output area
"6347AR22A",,Output area
"6347AR22B",,Output area
"6347AR23A",,Output area
"6347AR23B",,Output area
"6347AR24A",,Output area
"6347AR24B",,Output area
"6347AR25A",,Output area
"6347AR25B",,Output area
"6347AR26A",,Output area
"6347AR26B",,Output area
"6347AR27A",,Output area
"6347AR27B",,Output area
"6347AR28A",,Output area
"6347AR28B",,Output area
"6347AR29A",,Output area
"6347AR29B",,Output area
"6347AR30A",,Output area
"6347AR30B",,Output area
"6347AR30C",,Output area
"6347AR31A",,Output area
"6347AR31B",,Output area
"6347AR33",,Output area
"6347AR34",,Output area
"6347AR35A",,Output area
"6347AR35B",,Output area
"6347AS01A",,Output area
"6347AS01B",,Output area
"6347AS02A",,Output area
"6347AS02B",,Output area
"6347AS02C",,Output area
"6347AS03A",,Output area
"6347AS03B",,Output area
"6347AS03C",,Output area
"6347AS04A",,Output area
"6347AS04B",,Output area
"6347AS04C",,Output area
"6347AS05",,Output area
"6347AS06A",,Output area
"6347AS06B",,Output area
"6347AS07A",,Output area
"6347AS07B",,Output area
"6347AS07C",,Output area
"6347AS08",,Output area
"6347AS09A",,Output area
"6347AS09B",,Output area
"6347AS09C",,Output area
"6347AS10A",,Output area
"6347AS10B",,Output area
"6347AS11A",,Output area
"6347AS11B",,Output area
"6347AS12A",,Output area
"6347AS12B",,Output area
"6347AS12C",,Output area
"6347AS13A",,Output area
"6347AS13B",,Output area
"6347AS13C",,Output area
"6347AS14A",,Output area
"6347AS14B",,Output area
"6347AS14C",,Output area
"6347AS15A",,Output area
"6347AS15B",,Output area
"6347AS15C",,Output area
"6347AS16A",,Output area
"6347AS16B",,Output area
"6347AS16C",,Output area
"6347AS17A",,Output area
"6347AS17B",,Output area
"6347AS18A",,Output area
"6347AS18B",,Output area
"6347AS19A",,Output area
"6347AS19B",,Output area
"6347AS19C",,Output area
"6347AS20A",,Output area
"6347AS20B",,Output area
"6347AS20C",,Output area
"6347AS21A",,Output area
"6347AS21B",,Output area
"6347AS22A",,Output area
"6347AS22B",,Output area
"6347AS23A",,Output area
"6347AS23B",,Output area
"6347AS23C",,Output area
"6347AS24A",,Output area
"6347AS24B",,Output area
"6347AS24C",,Output area
"6347AS25A",,Output area
"6347AS25B",,Output area
"6347AS25C",,Output area
"6347AS26A",,Output area
"6347AS26B",,Output area
"6347AS27A",,Output area
"6347AS27B",,Output area
"6347AS27C",,Output area
"6347AS27D",,Output area
"6347AS28A",,Output area
"6347AS28B",,Output area
"6347AS28C",,Output area
"6347AS29A",,Output area
"6347AS29B",,Output area
"6347AS30A",,Output area
"6347AS30B",,Output area
"6347AS30C",,Output area
"6347AS31A",,Output area
"6347AS31B",,Output area
"6347AS32",,Output area
"6347AS33",,Output area
"6347AT01",,Output area
"6347AT02A",,Output area
"6347AT02B",,Output area
"6347AT02C",,Output area
"6347AT03A",,Output area
"6347AT03B",,Output area
"6347AT04A",,Output area
"6347AT04B",,Output area
"6347AT04C",,Output area
"6347AT04D",,Output area
"6347AT05A",,Output area
"6347AT05B",,Output area
"6347AT05C",,Output area
"6347AT06A",,Output area
"6347AT06B",,Output area
"6347AT07A",,Output area
"6347AT07B",,Output area
"6347AT07C",,Output area
"6347AT08A",,Output area
"6347AT08B",,Output area
"6347AT09A",,Output area
"6347AT09B",,Output area
"6347AT09C",,Output area
"6347AT10A",,Output area
"6347AT10B",,Output area
"6347AT11A",,Output area
"6347AT11B",,Output area
"6347AT12A",,Output area
"6347AT12B",,Output area
"6347AT13A",,Output area
"6347AT13B",,Output area
"6347AT14A",,Output area
"6347AT14B",,Output area
"6347AT14C",,Output area
"6347AT15A",,Output area
"6347AT15B",,Output area
"6347AT16A",,Output area
"6347AT16B",,Output area
"6347AT17A",,Output area
"6347AT17B",,Output area
"6347AT18A",,Output area
"6347AT18B",,Output area
"6347AT20A",,Output area
"6347AT20B",,Output area
"6347AT20C",,Output area
"6347AT21A",,Output area
"6347AT21B",,Output area
"6347AT22A",,Output area
"6347AT22B",,Output area
"6347AT23A",,Output area
"6347AT23B",,Output area
"6347AT23C",,Output area
"6347AT24A",,Output area
"6347AT24B",,Output area
"6347AT24C",,Output area
"6347AT24D",,Output area
"6347AT26",,Output area
"6347AT27",,Output area
"6347AU01A",,Output area
"6347AU01B",,Output area
"6347AU01C",,Output area
"6347AU02A",,Output area
"6347AU02B",,Output area
"6347AU03A",,Output area
"6347AU03B",,Output area
"6347AU04A",,Output area
"6347AU04B",,Output area
"6347AU05",,Output area
"6348AC01",,Output area
"6348AC02A",,Output area
"6348AC02B",,Output area
"6348AC02C",,Output area
"6348AC03A",,Output area
"6348AC03B",,Output area
"6348AC03C",,Output area
"6348AC04A",,Output area
"6348AC04B",,Output area
"6348AC04C",,Output area
"6348AC05A",,Output area
"6348AC05B",,Output area
"6348AC05C",,Output area
"6348AC06A",,Output area
"6348AC06B",,Output area
"6348AC06C",,Output area
"6348AC07A",,Output area
"6348AC07B",,Output area
"6348AC07C",,Output area
"6348AC08A",,Output area
"6348AC08B",,Output area
"6348AC08C",,Output area
"6348AC09A",,Output area
"6348AC09B",,Output area
"6348AC09C",,Output area
"6348AC10A",,Output area
"6348AC10B",,Output area
"6348AC10C",,Output area
"6348AC11A",,Output area
"6348AC11B",,Output area
"6348AC11C",,Output area
"6348AC12A",,Output area
"6348AC12B",,Output area
"6348AC12C",,Output area
"6348AC13A",,Output area
"6348AC13B",,Output area
"6348AC13C",,Output area
"6348AC14A",,Output area
"6348AC14B",,Output area
"6348AC14C",,Output area
"6348AC15A",,Output area
"6348AC15B",,Output area
"6348AC16A",,Output area
"6348AC16B",,Output area
"6348AC16C",,Output area
"6348AC17",,Output area
"6348AC18A",,Output area
"6348AC18B",,Output area
"6348AC19A",,Output area
"6348AC19B",,Output area
"6348AC19C",,Output area
"6348AD01A",,Output area
"6348AD01B",,Output area
"6348AD02A",,Output area
"6348AD02B",,Output area
"6348AD02C",,Output area
"6348AD02D",,Output area
"6348AD03A",,Output area
"6348AD03B",,Output area
"6348AD03C",,Output area
"6348AD04A",,Output area
"6348AD04B",,Output area
"6348AD05A",,Output area
"6348AD05B",,Output area
"6348AD05C",,Output area
"6348AD06A",,Output area
"6348AD06B",,Output area
"6348AD06C",,Output area
"6348AD07A",,Output area
"6348AD07B",,Output area
"6348AD08",,Output area
"6348AD09A",,Output area
"6348AD09B",,Output area
"6348AD09C",,Output area
"6348AD09D",,Output area
"6348AD10A",,Output area
"6348AD10B",,Output area
"6348AD10C",,Output area
"6348AD11A",,Output area
"6348AD11B",,Output area
"6348AD11C",,Output area
"6348AD11D",,Output area
"6348AD12A",,Output area
"6348AD12B",,Output area
"6348AD13A",,Output area
"6348AD13B",,Output area
"6348AD14A",,Output area
"6348AD14B",,Output area
"6348AD15A",,Output area
"6348AD15B",,Output area
"6348AD16A",,Output area
"6348AD16B",,Output area
"6348AD16C",,Output area
"6348AD17A",,Output area
"6348AD17B",,Output area
"6348AD17C",,Output area
"6348AD18A",,Output area
"6348AD18B",,Output area
"6348AD18C",,Output area
"6348AD19",,Output area
"6348AD20A",,Output area
"6348AD20B",,Output area
"6348AD20C",,Output area
"6348AE01",,Output area
"6348AG01A",,Output area
"6348AG01B",,Output area
"6348AG01C",,Output area
"6348AG02A",,Output area
"6348AG02B",,Output area
"6348AG03A",,Output area
"6348AG03B",,Output area
"6348AG04A",,Output area
"6348AG04B",,Output area
"6348AG05A",,Output area
"6348AG05B",,Output area
"6348AG05C",,Output area
"6348AG06A",,Output area
"6348AG06B",,Output area
"6348AG07A",,Output area
"6348AG07B",,Output area
"6348AG08",,Output area
"6348AG09",,Output area
"6348AG10A",,Output area
"6348AG10B",,Output area
"6348AG10C",,Output area
"6348AG11A",,Output area
"6348AG11B",,Output area
"6348AG11C",,Output area
"6348AG12A",,Output area
"6348AG12B",,Output area
"6348AG12C",,Output area
"6348AG12D",,Output area
"6348AG13A",,Output area
"6348AG13B",,Output area
"6348AG13C",,Output area
"6348AG14A",,Output area
"6348AG14B",,Output area
"6348AG15A",,Output area
"6348AG15B",,Output area
"6348AG15C",,Output area
"6348AG16A",,Output area
"6348AG16B",,Output area
"6348AG16C",,Output area
"6348AG17",,Output area
"6348AG18A",,Output area
"6348AG18B",,Output area
"6348AG18C",,Output area
"6348AG18D",,Output area
"6348AG19A",,Output area
"6348AG19B",,Output area
"6348AG19C",,Output area
"6348AG20A",,Output area
"6348AG20B",,Output area
"6348AG20C",,Output area
"6348AH01A",,Output area
"6348AH01B",,Output area
"6348AH01C",,Output area
"6348AH01D",,Output area
"6348AH02A",,Output area
"6348AH02B",,Output area
"6348AH02C",,Output area
"6348AH03A",,Output area
"6348AH03B",,Output area
"6348AH04",,Output area
"6348AH05A",,Output area
"6348AH05B",,Output area
"6348AH05C",,Output area
"6348AH06A",,Output area
"6348AH06B",,Output area
"6348AH06C",,Output area
"6348AH07A",,Output area
"6348AH07B",,Output area
"6348AH07C",,Output area
"6348AH08A",,Output area
"6348AH08B",,Output area
"6348AH09",,Output area
"6348AH10A",,Output area
"6348AH10B",,Output area
"6348AH11A",,Output area
"6348AH11B",,Output area
"6348AH12A",,Output area
"6348AH12B",,Output area
"6348AH12C",,Output area
"6348AH13A",,Output area
"6348AH13B",,Output area
"6348AH13C",,Output area
"6348AH14A",,Output area
"6348AH14B",,Output area
"6348AH15A",,Output area
"6348AH15B",,Output area
"6348AH16A",,Output area
"6348AH16B",,Output area
"6348AH16C",,Output area
"6348AH17A",,Output area
"6348AH17B",,Output area
"6348AH17C",,Output area
"6348AH18A",,Output area
"6348AH18B",,Output area
"6348AH18C",,Output area
"6348AH19A",,Output area
"6348AH19B",,Output area
"6348AH19C",,Output area
"6348AH20A",,Output area
"6348AH20B",,Output area
"6348AH20C",,Output area
"6348AH21A",,Output area
"6348AH21B",,Output area
"6348AH21C",,Output area
"6348AH22A",,Output area
"6348AH22B",,Output area
"6348AH23A",,Output area
"6348AH23B",,Output area
"6348AH23C",,Output area
"6348AH24A",,Output area
"6348AH24B",,Output area
"6348AH24C",,Output area
"6348AH25A",,Output area
"6348AH25B",,Output area
"6348AH25C",,Output area
"6348AH26A",,Output area
"6348AH26B",,Output area
"6348AH26C",,Output area
"6348AH27A",,Output area
"6348AH27B",,Output area
"6348AH27C",,Output area
"6348AH28",,Output area
"6348AJ01A",,Output area
"6348AJ01B",,Output area
"6348AJ01C",,Output area
"6348AJ01D",,Output area
"6348AJ01E",,Output area
"6348AJ01F",,Output area
"6348AJ02A",,Output area
"6348AJ02B",,Output area
"6348AJ02C",,Output area
"6348AJ03A",,Output area
"6348AJ03B",,Output area
"6348AJ03C",,Output area
"6348AJ04A",,Output area
"6348AJ04B",,Output area
"6348AJ05A",,Output area
"6348AJ05B",,Output area
"6348AJ05C",,Output area
"6348AJ06A",,Output area
"6348AJ06B",,Output area
"6348AJ06C",,Output area
"6348AJ07A",,Output area
"6348AJ07B",,Output area
"6348AJ07C",,Output area
"6348AJ08A",,Output area
"6348AJ08B",,Output area
"6348AJ08C",,Output area
"6348AJ09A",,Output area
"6348AJ09B",,Output area
"6348AJ09C",,Output area
"6348AJ10A",,Output area
"6348AJ10B",,Output area
"6348AJ10C",,Output area
"6348AJ11A",,Output area
"6348AJ11B",,Output area
"6348AJ11C",,Output area
"6348AJ12A",,Output area
"6348AJ12B",,Output area
"6348AJ12C",,Output area
"6348AJ13A",,Output area
"6348AJ13B",,Output area
"6348AJ14A",,Output area
"6348AJ14B",,Output area
"6348AJ14C",,Output area
"6348AJ15A",,Output area
"6348AJ15B",,Output area
"6348AJ16A",,Output area
"6348AJ16B",,Output area
"6348AJ16C",,Output area
"6348AJ17A",,Output area
"6348AJ17B",,Output area
"6348AJ18A",,Output area
"6348AJ18B",,Output area
"6348AJ18C",,Output area
"6348AJ19A",,Output area
"6348AJ19B",,Output area
"6348AJ19C",,Output area
"6348AJ20A",,Output area
"6348AJ20B",,Output area
"6348AJ20C",,Output area
"6348AJ20D",,Output area
"6348AJ21A",,Output area
"6348AJ21B",,Output area
"6348AJ22A",,Output area
"6348AJ22B",,Output area
"6348AJ22C",,Output area
"6348AJ23A",,Output area
"6348AJ23B",,Output area
"6348AJ23C",,Output area
"6348AJ24A",,Output area
"6348AJ24B",,Output area
"6348AJ25A",,Output area
"6348AJ25B",,Output area
"6348AJ25C",,Output area
"6348AJ26A",,Output area
"6348AJ26B",,Output area
"6348AJ27A",,Output area
"6348AJ27B",,Output area
"6348AJ28A",,Output area
"6348AJ28B",,Output area
"6348AJ29A",,Output area
"6348AJ29B",,Output area
"6348AJ29C",,Output area
"6348AJ31",,Output area
"6348AJ32A",,Output area
"6348AJ32B",,Output area
"6348AJ32C",,Output area
"6348AJ33A",,Output area
