"table_file_name","table_column_name","description"
st114_ons,ST1140166,"Age 16 to 74// L14.1 Never worked// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140167,"Age 16 to 74// L14.1 Never worked// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140168,Age 16 to 74// L14.1 Never worked// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140169,Age 16 to 74// L14.2 Long-term unemployed// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140170,"Age 16 to 74// L14.2 Long-term unemployed// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140171,"Age 16 to 74// L14.2 Long-term unemployed// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140172,"Age 16 to 74// L14.2 Long-term unemployed// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140173,"Age 16 to 74// L14.2 Long-term unemployed// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140174,Age 16 to 74// L14.2 Long-term unemployed// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140175,Age 16 to 74// Not Classified// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140176,"Age 16 to 74// Not Classified// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140177,"Age 16 to 74// Not Classified// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140178,"Age 16 to 74// Not Classified// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140179,"Age 16 to 74// Not Classified// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140180,Age 16 to 74// Not Classified// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140181,Age 16 to 74// L15 Full-time students// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140182,"Age 16 to 74// L15 Full-time students// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140183,"Age 16 to 74// L15 Full-time students// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140184,"Age 16 to 74// L15 Full-time students// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140185,"Age 16 to 74// L15 Full-time students// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140186,Age 16 to 74// L15 Full-time students// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140187,Age 16 to 74// L17 Not classifiable for other reasons// No qualifications// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140188,"Age 16 to 74// L17 Not classifiable for other reasons// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140189,"Age 16 to 74// L17 Not classifiable for other reasons// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140190,"Age 16 to 74// L17 Not classifiable for other reasons// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140191,"Age 16 to 74// L17 Not classifiable for other reasons// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Males// Persons// All People Aged 16 to 74"
st114_ons,ST1140192,Age 16 to 74// L17 Not classifiable for other reasons// Other qualifications/level unknown// Males// Persons// All People Aged 16 to 74
st114_ons,ST1140193,Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140194,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140195,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140196,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140197,"Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140198,Age 16 to 74// All categories: National Statistics Socio-Economic Classification (NS-SeC)// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140199,Age 16 to 74// 1. Higher managerial and professional occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140200,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140201,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140202,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140203,"Age 16 to 74// 1. Higher managerial and professional occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140204,Age 16 to 74// 1. Higher managerial and professional occupations// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140205,Age 16 to 74// 1.1 Large employers and higher managerial occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140206,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140207,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140208,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140209,"Age 16 to 74// 1.1 Large employers and higher managerial occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140210,Age 16 to 74// 1.1 Large employers and higher managerial occupations// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140211,Age 16 to 74// 1.2 Higher professional occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140212,"Age 16 to 74// 1.2 Higher professional occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140213,"Age 16 to 74// 1.2 Higher professional occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140214,"Age 16 to 74// 1.2 Higher professional occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140215,"Age 16 to 74// 1.2 Higher professional occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140216,Age 16 to 74// 1.2 Higher professional occupations// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140217,Age 16 to 74// 2. Lower managerial and professional occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140218,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140219,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140220,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140221,"Age 16 to 74// 2. Lower managerial and professional occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140222,Age 16 to 74// 2. Lower managerial and professional occupations// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140223,Age 16 to 74// 3. Intermediate occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140224,"Age 16 to 74// 3. Intermediate occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140225,"Age 16 to 74// 3. Intermediate occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140226,"Age 16 to 74// 3. Intermediate occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140227,"Age 16 to 74// 3. Intermediate occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140228,Age 16 to 74// 3. Intermediate occupations// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140229,Age 16 to 74// 4. Small employers and own account workers// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140230,"Age 16 to 74// 4. Small employers and own account workers// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140231,"Age 16 to 74// 4. Small employers and own account workers// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140232,"Age 16 to 74// 4. Small employers and own account workers// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140233,"Age 16 to 74// 4. Small employers and own account workers// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140234,Age 16 to 74// 4. Small employers and own account workers// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140235,Age 16 to 74// 5. Lower supervisory and technical occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140236,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140237,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140238,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 3: 2+ 'A' Levels, 4+ AS Levels, Higher School Certificate, NVQ Level 3, Advanced GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140239,"Age 16 to 74// 5. Lower supervisory and technical occupations// Level 4/5: First degree, Higher degree, NVQ Levels 4-5, HNC, HND. Qualified Teacher status, Qualified Medical Doctor, Qualified Dentist, Qualified Nurse, Midwife, Health Visitor or equivalents// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140240,Age 16 to 74// 5. Lower supervisory and technical occupations// Other qualifications/level unknown// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140241,Age 16 to 74// 6. Semi-routine occupations// No qualifications// Females// Persons// All People Aged 16 to 74
st114_ons,ST1140242,"Age 16 to 74// 6. Semi-routine occupations// Level 1: CSEs (grades 2-5), GCSEs (grades D-G), 1-4 CSEs (grade 1), 1-4 GCSEs (grades A-C), 1-4 'O' Levels, NVQ level 1, Foundation GNVQ// Females// Persons// All People Aged 16 to 74"
st114_ons,ST1140243,"Age 16 to 74// 6. Semi-routine occupations// Level 2: 5+ 'O' Levels, 5+ CSEs (grade 1), 5+ GCSEs (grades A-C) etc., 1 'A' Level, 1-3 AS Levels, NVQ level 2, Intermediate GNVQ// Females// Persons// All People Aged 16 to 74"
